instant,season_x,year_x,month_x,holiday_x,weekday_x,workingday_x,weather_x,casual_x,registered_x,count_x,status,season_y,year_y,month_y,hour,holiday_y,weekday_y,workingday_y,weather_y,casual_y,registered_y,count_y,count_group
372,Spring,2012,Jan,0,Saturday,0,Clear,1070,3451,4521,Non Active,Spring,2011,Jan,23,0,Sunday,0,Misty,0,18,18,registered
373,Spring,2012,Jan,0,Sunday,0,Clear,599,2826,3425,Non Active,Spring,2011,Jan,0,1,Monday,0,Misty,1,16,17,registered
374,Spring,2012,Jan,0,Monday,1,Misty,106,2270,2376,Non Active,Spring,2011,Jan,1,1,Monday,0,Misty,1,15,16,registered
375,Spring,2012,Jan,0,Tuesday,1,Clear,173,3425,3598,Non Active,Spring,2011,Jan,2,1,Monday,0,Misty,0,8,8,registered
376,Spring,2012,Jan,0,Wednesday,1,Misty,92,2085,2177,Non Active,Spring,2011,Jan,3,1,Monday,0,Misty,0,2,2,registered
377,Spring,2012,Jan,0,Thursday,1,Misty,269,3828,4097,Non Active,Spring,2011,Jan,4,1,Monday,0,Misty,1,2,3,registered
378,Spring,2012,Jan,0,Friday,1,Clear,174,3040,3214,Non Active,Spring,2011,Jan,5,1,Monday,0,Misty,0,1,1,registered
379,Spring,2012,Jan,0,Saturday,0,Clear,333,2160,2493,Non Active,Spring,2011,Jan,6,1,Monday,0,Misty,0,5,5,registered
380,Spring,2012,Jan,0,Sunday,0,Clear,284,2027,2311,Non Active,Spring,2011,Jan,7,1,Monday,0,Misty,4,9,13,registered
381,Spring,2012,Jan,1,Monday,0,Clear,217,2081,2298,Non Active,Spring,2011,Jan,8,1,Monday,0,Misty,3,30,33,registered
382,Spring,2012,Jan,0,Tuesday,1,Misty,127,2808,2935,Non Active,Spring,2011,Jan,9,1,Monday,0,Misty,8,39,47,registered
383,Spring,2012,Jan,0,Wednesday,1,Clear,109,3267,3376,Non Active,Spring,2011,Jan,10,1,Monday,0,Misty,7,50,57,registered
384,Spring,2012,Jan,0,Thursday,1,Clear,130,3162,3292,Non Active,Spring,2011,Jan,11,1,Monday,0,Misty,9,55,64,registered
385,Spring,2012,Jan,0,Friday,1,Misty,115,3048,3163,Non Active,Spring,2011,Jan,12,1,Monday,0,Misty,10,70,80,registered
386,Spring,2012,Jan,0,Saturday,0,Misty,67,1234,1301,Non Active,Spring,2011,Jan,13,1,Monday,0,Misty,13,80,93,registered
387,Spring,2012,Jan,0,Sunday,0,Misty,196,1781,1977,Non Active,Spring,2011,Jan,14,1,Monday,0,Misty,12,74,86,registered
388,Spring,2012,Jan,0,Monday,1,Misty,145,2287,2432,Non Active,Spring,2011,Jan,15,1,Monday,0,Misty,21,72,93,registered
389,Spring,2012,Jan,0,Tuesday,1,Clear,439,3900,4339,Non Active,Spring,2011,Jan,16,1,Monday,0,Misty,6,76,82,registered
390,Spring,2012,Jan,0,Wednesday,1,Clear,467,3803,4270,Non Active,Spring,2011,Jan,17,1,Monday,0,Clear,4,67,71,registered
391,Spring,2012,Jan,0,Thursday,1,Misty,244,3831,4075,Non Active,Spring,2011,Jan,18,1,Monday,0,Misty,7,85,92,registered
392,Spring,2012,Jan,0,Friday,1,Misty,269,3187,3456,Non Active,Spring,2011,Jan,19,1,Monday,0,Light_RainSnow,2,58,60,registered
393,Spring,2012,Jan,0,Saturday,0,Clear,775,3248,4023,Non Active,Spring,2011,Jan,20,1,Monday,0,Light_RainSnow,4,29,33,registered
394,Spring,2012,Jan,0,Sunday,0,Clear,558,2685,3243,Non Active,Spring,2011,Jan,21,1,Monday,0,Light_RainSnow,3,24,27,registered
395,Spring,2012,Jan,0,Monday,1,Clear,126,3498,3624,Non Active,Spring,2011,Jan,22,1,Monday,0,Light_RainSnow,0,13,13,registered
396,Spring,2012,Jan,0,Tuesday,1,Clear,324,4185,4509,Non Active,Spring,2011,Jan,23,1,Monday,0,Light_RainSnow,1,3,4,registered
397,Spring,2012,Feb,0,Wednesday,1,Clear,304,4275,4579,Non Active,Spring,2011,Jan,12,0,Tuesday,1,Misty,0,3,3,registered
398,Spring,2012,Feb,0,Thursday,1,Misty,190,3571,3761,Non Active,Spring,2011,Jan,13,0,Tuesday,1,Misty,0,22,22,registered
399,Spring,2012,Feb,0,Friday,1,Clear,310,3841,4151,Non Active,Spring,2011,Jan,14,0,Tuesday,1,Misty,2,26,28,registered
400,Spring,2012,Feb,0,Saturday,0,Misty,384,2448,2832,Non Active,Spring,2011,Jan,15,0,Tuesday,1,Misty,3,32,35,registered
401,Spring,2012,Feb,0,Sunday,0,Misty,318,2629,2947,Non Active,Spring,2011,Jan,16,0,Tuesday,1,Misty,0,61,61,registered
402,Spring,2012,Feb,0,Monday,1,Clear,206,3578,3784,Non Active,Spring,2011,Jan,17,0,Tuesday,1,Misty,1,124,125,registered
403,Spring,2012,Feb,0,Tuesday,1,Clear,199,4176,4375,Non Active,Spring,2011,Jan,18,0,Tuesday,1,Misty,1,132,133,registered
404,Spring,2012,Feb,0,Wednesday,1,Misty,109,2693,2802,Non Active,Spring,2011,Jan,19,0,Tuesday,1,Misty,1,98,99,registered
405,Spring,2012,Feb,0,Thursday,1,Clear,163,3667,3830,Non Active,Spring,2011,Jan,20,0,Tuesday,1,Misty,0,83,83,registered
406,Spring,2012,Feb,0,Friday,1,Misty,227,3604,3831,Non Active,Spring,2011,Jan,21,0,Tuesday,1,Misty,0,41,41,registered
407,Spring,2012,Feb,0,Saturday,0,Light_RainSnow,192,1977,2169,Non Active,Spring,2011,Jan,22,0,Tuesday,1,Misty,0,33,33,registered
408,Spring,2012,Feb,0,Sunday,0,Clear,73,1456,1529,Non Active,Spring,2011,Jan,23,0,Tuesday,1,Misty,1,19,20,registered
409,Spring,2012,Feb,0,Monday,1,Clear,94,3328,3422,Non Active,Spring,2011,Jan,0,0,Wednesday,1,Misty,0,3,3,registered
410,Spring,2012,Feb,0,Tuesday,1,Misty,135,3787,3922,Non Active,Spring,2011,Jan,1,0,Wednesday,1,Light_RainSnow,1,6,7,registered
411,Spring,2012,Feb,0,Wednesday,1,Clear,141,4028,4169,Non Active,Spring,2011,Jan,2,0,Wednesday,1,Light_RainSnow,0,3,3,registered
412,Spring,2012,Feb,0,Thursday,1,Misty,74,2931,3005,Non Active,Spring,2011,Jan,4,0,Wednesday,1,Light_RainSnow,1,1,2,registered
413,Spring,2012,Feb,0,Friday,1,Clear,349,3805,4154,Non Active,Spring,2011,Jan,5,0,Wednesday,1,Misty,0,7,7,registered
414,Spring,2012,Feb,0,Saturday,0,Clear,1435,2883,4318,Non Active,Spring,2011,Jan,6,0,Wednesday,1,Misty,0,32,32,registered
415,Spring,2012,Feb,0,Sunday,0,Misty,618,2071,2689,Non Active,Spring,2011,Jan,7,0,Wednesday,1,Misty,1,89,90,registered
416,Spring,2012,Feb,1,Monday,0,Clear,502,2627,3129,Active,Spring,2011,Jan,8,0,Wednesday,1,Misty,1,196,197,registered
417,Spring,2012,Feb,0,Tuesday,1,Clear,163,3614,3777,Non Active,Spring,2011,Jan,9,0,Wednesday,1,Misty,2,107,109,registered
418,Spring,2012,Feb,0,Wednesday,1,Clear,394,4379,4773,Non Active,Spring,2011,Jan,10,0,Wednesday,1,Misty,1,46,47,registered
419,Spring,2012,Feb,0,Thursday,1,Clear,516,4546,5062,Non Active,Spring,2011,Jan,11,0,Wednesday,1,Misty,5,47,52,registered
420,Spring,2012,Feb,0,Friday,1,Misty,246,3241,3487,Non Active,Spring,2011,Jan,12,0,Wednesday,1,Misty,5,65,70,registered
421,Spring,2012,Feb,0,Saturday,0,Clear,317,2415,2732,Non Active,Spring,2011,Jan,13,0,Wednesday,1,Clear,11,67,78,registered
422,Spring,2012,Feb,0,Sunday,0,Clear,515,2874,3389,Non Active,Spring,2011,Jan,14,0,Wednesday,1,Clear,7,68,75,registered
423,Spring,2012,Feb,0,Monday,1,Clear,253,4069,4322,Non Active,Spring,2011,Jan,15,0,Wednesday,1,Clear,4,78,82,registered
424,Spring,2012,Feb,0,Tuesday,1,Clear,229,4134,4363,Non Active,Spring,2011,Jan,16,0,Wednesday,1,Clear,10,94,104,registered
425,Spring,2012,Feb,0,Wednesday,1,Misty,65,1769,1834,Non Active,Spring,2011,Jan,17,0,Wednesday,1,Clear,7,190,197,registered
426,Spring,2012,Mar,0,Thursday,1,Clear,325,4665,4990,Non Active,Spring,2011,Jan,18,0,Wednesday,1,Clear,5,156,161,registered
427,Spring,2012,Mar,0,Friday,1,Misty,246,2948,3194,Non Active,Spring,2011,Jan,19,0,Wednesday,1,Clear,4,108,112,registered
428,Spring,2012,Mar,0,Saturday,0,Misty,956,3110,4066,Non Active,Spring,2011,Jan,20,0,Wednesday,1,Clear,2,74,76,registered
429,Spring,2012,Mar,0,Sunday,0,Clear,710,2713,3423,Non Active,Spring,2011,Jan,21,0,Wednesday,1,Clear,4,55,59,registered
430,Spring,2012,Mar,0,Monday,1,Clear,203,3130,3333,Non Active,Spring,2011,Jan,22,0,Wednesday,1,Clear,6,53,59,registered
431,Spring,2012,Mar,0,Tuesday,1,Clear,221,3735,3956,Non Active,Spring,2011,Jan,23,0,Wednesday,1,Clear,1,27,28,registered
432,Spring,2012,Mar,0,Wednesday,1,Clear,432,4484,4916,Active,Spring,2011,Jan,0,0,Thursday,1,Clear,5,8,13,registered
433,Spring,2012,Mar,0,Thursday,1,Clear,486,4896,5382,Non Active,Spring,2011,Jan,1,0,Thursday,1,Clear,2,3,5,registered
434,Spring,2012,Mar,0,Friday,1,Misty,447,4122,4569,Non Active,Spring,2011,Jan,2,0,Thursday,1,Clear,0,2,2,registered
435,Spring,2012,Mar,0,Saturday,0,Clear,968,3150,4118,Non Active,Spring,2011,Jan,3,0,Thursday,1,Clear,0,1,1,registered
436,Spring,2012,Mar,0,Sunday,0,Clear,1658,3253,4911,Non Active,Spring,2011,Jan,4,0,Thursday,1,Clear,0,1,1,registered
437,Spring,2012,Mar,0,Monday,1,Clear,838,4460,5298,Non Active,Spring,2011,Jan,5,0,Thursday,1,Clear,0,6,6,registered
438,Spring,2012,Mar,0,Tuesday,1,Clear,762,5085,5847,Non Active,Spring,2011,Jan,6,0,Thursday,1,Clear,0,35,35,registered
439,Spring,2012,Mar,0,Wednesday,1,Clear,997,5315,6312,Non Active,Spring,2011,Jan,7,0,Thursday,1,Clear,1,100,101,registered
440,Spring,2012,Mar,0,Thursday,1,Clear,1005,5187,6192,Non Active,Spring,2011,Jan,8,0,Thursday,1,Clear,2,247,249,registered
441,Spring,2012,Mar,0,Friday,1,Misty,548,3830,4378,Non Active,Spring,2011,Jan,9,0,Thursday,1,Misty,3,140,143,registered
442,Spring,2012,Mar,0,Saturday,0,Misty,3155,4681,7836,Non Active,Spring,2011,Jan,10,0,Thursday,1,Clear,1,56,57,registered
443,Spring,2012,Mar,0,Sunday,0,Misty,2207,3685,5892,Non Active,Spring,2011,Jan,11,0,Thursday,1,Misty,5,63,68,registered
444,Spring,2012,Mar,0,Monday,1,Clear,982,5171,6153,Non Active,Spring,2011,Jan,12,0,Thursday,1,Misty,7,77,84,registered
445,Spring,2012,Mar,0,Tuesday,1,Clear,1051,5042,6093,Non Active,Spring,2011,Jan,13,0,Thursday,1,Misty,12,86,98,registered
446,Summer,2012,Mar,0,Wednesday,1,Misty,1122,5108,6230,Non Active,Spring,2011,Jan,14,0,Thursday,1,Misty,6,75,81,registered
447,Summer,2012,Mar,0,Thursday,1,Clear,1334,5537,6871,Non Active,Spring,2011,Jan,15,0,Thursday,1,Misty,8,62,70,registered
448,Summer,2012,Mar,0,Friday,1,Misty,2469,5893,8362,Non Active,Spring,2011,Jan,16,0,Thursday,1,Misty,8,83,91,registered
449,Summer,2012,Mar,0,Saturday,0,Misty,1033,2339,3372,Non Active,Spring,2011,Jan,17,0,Thursday,1,Misty,8,207,215,registered
450,Summer,2012,Mar,0,Sunday,0,Misty,1532,3464,4996,Non Active,Spring,2011,Jan,18,0,Thursday,1,Misty,1,184,185,registered
451,Summer,2012,Mar,0,Monday,1,Clear,795,4763,5558,Active,Spring,2011,Jan,19,0,Thursday,1,Clear,6,146,152,registered
452,Summer,2012,Mar,0,Tuesday,1,Clear,531,4571,5102,Non Active,Spring,2011,Jan,20,0,Thursday,1,Misty,2,124,126,registered
453,Summer,2012,Mar,0,Wednesday,1,Clear,674,5024,5698,Non Active,Spring,2011,Jan,21,0,Thursday,1,Misty,3,54,57,registered
454,Summer,2012,Mar,0,Thursday,1,Clear,834,5299,6133,Non Active,Spring,2011,Jan,22,0,Thursday,1,Misty,0,56,56,registered
455,Summer,2012,Mar,0,Friday,1,Misty,796,4663,5459,Non Active,Spring,2011,Jan,23,0,Thursday,1,Misty,3,28,31,registered
456,Summer,2012,Mar,0,Saturday,0,Misty,2301,3934,6235,Non Active,Spring,2011,Jan,0,0,Friday,1,Misty,1,20,21,registered
457,Summer,2012,Apr,0,Sunday,0,Misty,2347,3694,6041,Non Active,Spring,2011,Jan,1,0,Friday,1,Misty,0,6,6,registered
458,Summer,2012,Apr,0,Monday,1,Clear,1208,4728,5936,Non Active,Spring,2011,Jan,2,0,Friday,1,Light_RainSnow,0,2,2,registered
459,Summer,2012,Apr,0,Tuesday,1,Clear,1348,5424,6772,Non Active,Spring,2011,Jan,3,0,Friday,1,Light_RainSnow,0,1,1,registered
460,Summer,2012,Apr,0,Wednesday,1,Clear,1058,5378,6436,Non Active,Spring,2011,Jan,4,0,Friday,1,Misty,0,1,1,registered
461,Summer,2012,Apr,0,Thursday,1,Clear,1192,5265,6457,Non Active,Spring,2011,Jan,5,0,Friday,1,Clear,1,4,5,registered
462,Summer,2012,Apr,0,Friday,1,Clear,1807,4653,6460,Non Active,Spring,2011,Jan,6,0,Friday,1,Clear,0,27,27,registered
463,Summer,2012,Apr,0,Saturday,0,Clear,3252,3605,6857,Non Active,Spring,2011,Jan,7,0,Friday,1,Clear,2,66,68,registered
464,Summer,2012,Apr,0,Sunday,0,Clear,2230,2939,5169,Non Active,Spring,2011,Jan,8,0,Friday,1,Clear,7,210,217,registered
465,Summer,2012,Apr,0,Monday,1,Clear,905,4680,5585,Non Active,Spring,2011,Jan,9,0,Friday,1,Clear,7,159,166,registered
466,Summer,2012,Apr,0,Tuesday,1,Clear,819,5099,5918,Non Active,Spring,2011,Jan,10,0,Friday,1,Clear,6,57,63,registered
467,Summer,2012,Apr,0,Wednesday,1,Clear,482,4380,4862,Non Active,Spring,2011,Jan,11,0,Friday,1,Clear,6,53,59,registered
468,Summer,2012,Apr,0,Thursday,1,Clear,663,4746,5409,Non Active,Spring,2011,Jan,12,0,Friday,1,Clear,11,67,78,registered
469,Summer,2012,Apr,0,Friday,1,Clear,1252,5146,6398,Non Active,Spring,2011,Jan,13,0,Friday,1,Clear,8,65,73,registered
470,Summer,2012,Apr,0,Saturday,0,Clear,2795,4665,7460,Non Active,Spring,2011,Jan,14,0,Friday,1,Clear,6,56,62,registered
471,Summer,2012,Apr,0,Sunday,0,Clear,2846,4286,7132,Non Active,Spring,2011,Jan,15,0,Friday,1,Clear,4,61,65,registered
472,Summer,2012,Apr,1,Monday,0,Clear,1198,5172,6370,Active,Spring,2011,Jan,16,0,Friday,1,Clear,0,97,97,registered
473,Summer,2012,Apr,0,Tuesday,1,Clear,989,5702,6691,Non Active,Spring,2011,Jan,17,0,Friday,1,Clear,10,151,161,registered
474,Summer,2012,Apr,0,Wednesday,1,Misty,347,4020,4367,Non Active,Spring,2011,Jan,18,0,Friday,1,Clear,1,119,120,registered
475,Summer,2012,Apr,0,Thursday,1,Clear,846,5719,6565,Non Active,Spring,2011,Jan,19,0,Friday,1,Clear,3,93,96,registered
476,Summer,2012,Apr,0,Friday,1,Clear,1340,5950,7290,Non Active,Spring,2011,Jan,20,0,Friday,1,Clear,1,52,53,registered
477,Summer,2012,Apr,0,Saturday,0,Clear,2541,4083,6624,Non Active,Spring,2011,Jan,21,0,Friday,1,Clear,0,41,41,registered
478,Summer,2012,Apr,0,Sunday,0,Light_RainSnow,120,907,1027,Non Active,Spring,2011,Jan,22,0,Friday,1,Clear,1,33,34,registered
479,Summer,2012,Apr,0,Monday,1,Misty,195,3019,3214,Non Active,Spring,2011,Jan,23,0,Friday,1,Clear,0,27,27,registered
480,Summer,2012,Apr,0,Tuesday,1,Clear,518,5115,5633,Non Active,Spring,2011,Jan,0,0,Saturday,0,Clear,0,13,13,registered
481,Summer,2012,Apr,0,Wednesday,1,Clear,655,5541,6196,Non Active,Spring,2011,Jan,1,0,Saturday,0,Misty,3,9,12,registered
482,Summer,2012,Apr,0,Thursday,1,Misty,475,4551,5026,Non Active,Spring,2011,Jan,2,0,Saturday,0,Misty,0,11,11,registered
483,Summer,2012,Apr,0,Friday,1,Clear,1014,5219,6233,Non Active,Spring,2011,Jan,3,0,Saturday,0,Misty,1,6,7,registered
484,Summer,2012,Apr,0,Saturday,0,Misty,1120,3100,4220,Non Active,Spring,2011,Jan,4,0,Saturday,0,Misty,0,3,3,registered
485,Summer,2012,Apr,0,Sunday,0,Clear,2229,4075,6304,Non Active,Spring,2011,Jan,6,0,Saturday,0,Misty,0,2,2,registered
486,Summer,2012,Apr,0,Monday,1,Misty,665,4907,5572,Non Active,Spring,2011,Jan,7,0,Saturday,0,Clear,0,8,8,registered
487,Summer,2012,May,0,Tuesday,1,Misty,653,5087,5740,Non Active,Spring,2011,Jan,8,0,Saturday,0,Clear,1,26,27,registered
488,Summer,2012,May,0,Wednesday,1,Clear,667,5502,6169,Non Active,Spring,2011,Jan,9,0,Saturday,0,Clear,3,37,40,registered
489,Summer,2012,May,0,Thursday,1,Misty,764,5657,6421,Non Active,Spring,2011,Jan,10,0,Saturday,0,Misty,3,50,53,registered
490,Summer,2012,May,0,Friday,1,Clear,1069,5227,6296,Non Active,Spring,2011,Jan,11,0,Saturday,0,Misty,4,59,63,registered
491,Summer,2012,May,0,Saturday,0,Misty,2496,4387,6883,Active,Spring,2011,Jan,12,0,Saturday,0,Misty,10,60,70,registered
492,Summer,2012,May,0,Sunday,0,Misty,2135,4224,6359,Non Active,Spring,2011,Jan,13,0,Saturday,0,Clear,12,72,84,registered
493,Summer,2012,May,0,Monday,1,Misty,1008,5265,6273,Non Active,Spring,2011,Jan,14,0,Saturday,0,Clear,11,64,75,registered
494,Summer,2012,May,0,Tuesday,1,Misty,738,4990,5728,Non Active,Spring,2011,Jan,15,0,Saturday,0,Clear,10,93,103,registered
495,Summer,2012,May,0,Wednesday,1,Misty,620,4097,4717,Non Active,Spring,2011,Jan,16,0,Saturday,0,Clear,11,72,83,registered
496,Summer,2012,May,0,Thursday,1,Clear,1026,5546,6572,Non Active,Spring,2011,Jan,17,0,Saturday,0,Clear,8,59,67,registered
497,Summer,2012,May,0,Friday,1,Clear,1319,5711,7030,Non Active,Spring,2011,Jan,18,0,Saturday,0,Clear,0,54,54,registered
498,Summer,2012,May,0,Saturday,0,Clear,2622,4807,7429,Non Active,Spring,2011,Jan,19,0,Saturday,0,Clear,6,53,59,registered
499,Summer,2012,May,0,Sunday,0,Clear,2172,3946,6118,Non Active,Spring,2011,Jan,20,0,Saturday,0,Clear,1,44,45,registered
500,Summer,2012,May,0,Monday,1,Misty,342,2501,2843,Non Active,Spring,2011,Jan,21,0,Saturday,0,Clear,0,39,39,registered
501,Summer,2012,May,0,Tuesday,1,Misty,625,4490,5115,Non Active,Spring,2011,Jan,22,0,Saturday,0,Clear,7,23,30,registered
502,Summer,2012,May,0,Wednesday,1,Clear,991,6433,7424,Non Active,Spring,2011,Jan,23,0,Saturday,0,Clear,2,31,33,registered
503,Summer,2012,May,0,Thursday,1,Clear,1242,6142,7384,Non Active,Spring,2011,Jan,0,0,Sunday,0,Clear,2,20,22,registered
504,Summer,2012,May,0,Friday,1,Clear,1521,6118,7639,Non Active,Spring,2011,Jan,1,0,Sunday,0,Clear,1,12,13,registered
505,Summer,2012,May,0,Saturday,0,Clear,3410,4884,8294,Non Active,Spring,2011,Jan,2,0,Sunday,0,Clear,3,15,18,registered
506,Summer,2012,May,0,Sunday,0,Clear,2704,4425,7129,Non Active,Spring,2011,Jan,3,0,Sunday,0,Clear,1,4,5,registered
507,Summer,2012,May,0,Monday,1,Misty,630,3729,4359,Non Active,Spring,2011,Jan,5,0,Sunday,0,Misty,0,3,3,registered
508,Summer,2012,May,0,Tuesday,1,Misty,819,5254,6073,Non Active,Spring,2011,Jan,6,0,Sunday,0,Misty,0,1,1,registered
509,Summer,2012,May,0,Wednesday,1,Misty,766,4494,5260,Non Active,Spring,2011,Jan,7,0,Sunday,0,Clear,1,1,2,registered
510,Summer,2012,May,0,Thursday,1,Clear,1059,5711,6770,Non Active,Spring,2011,Jan,8,0,Sunday,0,Clear,2,17,19,registered
511,Summer,2012,May,0,Friday,1,Clear,1417,5317,6734,Non Active,Spring,2011,Jan,9,0,Sunday,0,Clear,3,25,28,registered
512,Summer,2012,May,0,Saturday,0,Clear,2855,3681,6536,Non Active,Spring,2011,Jan,10,0,Sunday,0,Clear,7,51,58,registered
513,Summer,2012,May,0,Sunday,0,Clear,3283,3308,6591,Non Active,Spring,2011,Jan,11,0,Sunday,0,Clear,22,77,99,registered
514,Summer,2012,May,1,Monday,0,Clear,2557,3486,6043,Non Active,Spring,2011,Jan,12,0,Sunday,0,Clear,24,92,116,registered
515,Summer,2012,May,0,Tuesday,1,Clear,880,4863,5743,Non Active,Spring,2011,Jan,13,0,Sunday,0,Clear,12,75,87,registered
516,Summer,2012,May,0,Wednesday,1,Misty,745,6110,6855,Non Active,Spring,2011,Jan,14,0,Sunday,0,Clear,17,93,110,registered
517,Summer,2012,May,0,Thursday,1,Clear,1100,6238,7338,Non Active,Spring,2011,Jan,15,0,Sunday,0,Clear,13,64,77,registered
518,Summer,2012,Jun,0,Friday,1,Misty,533,3594,4127,Non Active,Spring,2011,Jan,16,0,Sunday,0,Clear,9,56,65,registered
519,Summer,2012,Jun,0,Saturday,0,Clear,2795,5325,8120,Non Active,Spring,2011,Jan,17,0,Sunday,0,Clear,5,50,55,registered
520,Summer,2012,Jun,0,Sunday,0,Clear,2494,5147,7641,Non Active,Spring,2011,Jan,18,0,Sunday,0,Clear,5,44,49,registered
521,Summer,2012,Jun,0,Monday,1,Clear,1071,5927,6998,Non Active,Spring,2011,Jan,19,0,Sunday,0,Clear,5,45,50,registered
522,Summer,2012,Jun,0,Tuesday,1,Misty,968,6033,7001,Non Active,Spring,2011,Jan,20,0,Sunday,0,Clear,4,31,35,registered
523,Summer,2012,Jun,0,Wednesday,1,Clear,1027,6028,7055,Non Active,Spring,2011,Jan,21,0,Sunday,0,Clear,5,20,25,registered
524,Summer,2012,Jun,0,Thursday,1,Clear,1038,6456,7494,Non Active,Spring,2011,Jan,22,0,Sunday,0,Clear,5,23,28,registered
525,Summer,2012,Jun,0,Friday,1,Clear,1488,6248,7736,Non Active,Spring,2011,Jan,23,0,Sunday,0,Clear,4,17,21,registered
526,Summer,2012,Jun,0,Saturday,0,Clear,2708,4790,7498,Non Active,Spring,2011,Jan,0,0,Monday,1,Clear,0,7,7,registered
527,Summer,2012,Jun,0,Sunday,0,Clear,2224,4374,6598,Non Active,Spring,2011,Jan,1,0,Monday,1,Clear,0,1,1,registered
528,Summer,2012,Jun,0,Monday,1,Misty,1017,5647,6664,Non Active,Spring,2011,Jan,3,0,Monday,1,Clear,0,1,1,registered
529,Summer,2012,Jun,0,Tuesday,1,Misty,477,4495,4972,Non Active,Spring,2011,Jan,4,0,Monday,1,Clear,0,1,1,registered
530,Summer,2012,Jun,0,Wednesday,1,Clear,1173,6248,7421,Non Active,Spring,2011,Jan,5,0,Monday,1,Clear,0,5,5,registered
531,Summer,2012,Jun,0,Thursday,1,Clear,1180,6183,7363,Non Active,Spring,2011,Jan,6,0,Monday,1,Clear,0,15,15,registered
532,Summer,2012,Jun,0,Friday,1,Clear,1563,6102,7665,Non Active,Spring,2011,Jan,7,0,Monday,1,Clear,5,79,84,registered
533,Summer,2012,Jun,0,Saturday,0,Clear,2963,4739,7702,Non Active,Spring,2011,Jan,8,0,Monday,1,Clear,6,171,177,registered
534,Summer,2012,Jun,0,Sunday,0,Clear,2634,4344,6978,Non Active,Spring,2011,Jan,9,0,Monday,1,Clear,4,98,102,registered
535,Summer,2012,Jun,0,Monday,1,Misty,653,4446,5099,Non Active,Spring,2011,Jan,10,0,Monday,1,Clear,6,34,40,registered
536,Summer,2012,Jun,0,Tuesday,1,Clear,968,5857,6825,Non Active,Spring,2011,Jan,11,0,Monday,1,Clear,3,43,46,registered
537,Summer,2012,Jun,0,Wednesday,1,Clear,872,5339,6211,Non Active,Spring,2011,Jan,12,0,Monday,1,Misty,11,52,63,registered
538,Fall,2012,Jun,0,Thursday,1,Clear,778,5127,5905,Non Active,Spring,2011,Jan,13,0,Monday,1,Misty,6,54,60,registered
539,Fall,2012,Jun,0,Friday,1,Clear,964,4859,5823,Non Active,Spring,2011,Jan,14,0,Monday,1,Misty,2,43,45,registered
540,Fall,2012,Jun,0,Saturday,0,Clear,2657,4801,7458,Non Active,Spring,2011,Jan,15,0,Monday,1,Clear,7,50,57,registered
541,Fall,2012,Jun,0,Sunday,0,Clear,2551,4340,6891,Non Active,Spring,2011,Jan,16,0,Monday,1,Clear,4,66,70,registered
542,Fall,2012,Jun,0,Monday,1,Clear,1139,5640,6779,Non Active,Spring,2011,Jan,17,0,Monday,1,Clear,6,178,184,registered
543,Fall,2012,Jun,0,Tuesday,1,Clear,1077,6365,7442,Non Active,Spring,2011,Jan,18,0,Monday,1,Clear,8,145,153,registered
544,Fall,2012,Jun,0,Wednesday,1,Clear,1077,6258,7335,Non Active,Spring,2011,Jan,19,0,Monday,1,Clear,5,101,106,registered
545,Fall,2012,Jun,0,Thursday,1,Clear,921,5958,6879,Non Active,Spring,2011,Jan,20,0,Monday,1,Clear,1,80,81,registered
546,Fall,2012,Jun,0,Friday,1,Clear,829,4634,5463,Non Active,Spring,2011,Jan,21,0,Monday,1,Clear,6,53,59,registered
547,Fall,2012,Jun,0,Saturday,0,Clear,1455,4232,5687,Non Active,Spring,2011,Jan,22,0,Monday,1,Misty,3,32,35,registered
548,Fall,2012,Jul,0,Sunday,0,Clear,1421,4110,5531,Non Active,Spring,2011,Jan,23,0,Monday,1,Misty,3,21,24,registered
549,Fall,2012,Jul,0,Monday,1,Clear,904,5323,6227,Non Active,Spring,2011,Jan,0,0,Tuesday,1,Misty,3,6,9,registered
550,Fall,2012,Jul,0,Tuesday,1,Clear,1052,5608,6660,Non Active,Spring,2011,Jan,1,0,Tuesday,1,Misty,0,5,5,registered
551,Fall,2012,Jul,1,Wednesday,0,Clear,2562,4841,7403,Non Active,Spring,2011,Jan,2,0,Tuesday,1,Clear,0,2,2,registered
552,Fall,2012,Jul,0,Thursday,1,Clear,1405,4836,6241,Non Active,Spring,2011,Jan,4,0,Tuesday,1,Clear,0,1,1,registered
553,Fall,2012,Jul,0,Friday,1,Clear,1366,4841,6207,Non Active,Spring,2011,Jan,5,0,Tuesday,1,Clear,0,9,9,registered
554,Fall,2012,Jul,0,Saturday,0,Clear,1448,3392,4840,Non Active,Spring,2011,Jan,6,0,Tuesday,1,Clear,1,35,36,registered
555,Fall,2012,Jul,0,Sunday,0,Clear,1203,3469,4672,Non Active,Spring,2011,Jan,7,0,Tuesday,1,Clear,5,103,108,registered
556,Fall,2012,Jul,0,Monday,1,Misty,998,5571,6569,Non Active,Spring,2011,Jan,8,0,Tuesday,1,Misty,5,233,238,registered
557,Fall,2012,Jul,0,Tuesday,1,Misty,954,5336,6290,Non Active,Spring,2011,Jan,9,0,Tuesday,1,Misty,10,134,144,registered
558,Fall,2012,Jul,0,Wednesday,1,Clear,975,6289,7264,Non Active,Spring,2011,Jan,10,0,Tuesday,1,Misty,6,49,55,registered
